;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
livsbian;livsbian;;;;;;;;;;;;;Tweet;26/05/2022 11:32;#safetf2 I have no hope of this working but fuck it;;;safetf2;26/05/2022 11:32;https://twitter.com/#!/livsbian/status/1529787648792928257;;;1529787648792928257;
ray_404_2;livsbian;;;;;;;;;;;;;Mentions;26/05/2022 11:34;RT @Livsbian: #safetf2 I have no hope of this working but fuck it;;;safetf2;26/05/2022 11:34;https://twitter.com/#!/ray_404_2/status/1529788164306444288;;;1529788164306444288;
przemek92215723;przemek92215723;;;;;;;;;;;;;Tweet;26/05/2022 11:39;#SafeTF2;;;safetf2;26/05/2022 11:39;https://twitter.com/#!/przemek92215723/status/1529789396211453952;;;1529789396211453952;
studiossylv;studiossylv;;;;;;;;;;;;;Tweet;26/05/2022 11:49;#SafeTF2 One of the best games ever, 600+ hours, and amazing memories.;;;safetf2;26/05/2022 11:49;https://twitter.com/#!/studiossylv/status/1529791932968353792;;;1529791932968353792;
stevemiaulol039;stevemiaulol039;;;;;;;;;;;;;Tweet;26/05/2022 11:50;Quiero volver a ser un Uncle Dane Wannabe #SafeTF2 https://t.co/whkvjxTEPU;;;safetf2;26/05/2022 11:50;https://twitter.com/#!/stevemiaulol039/status/1529791988324634624;;;1529791988324634624;
xxrubensilva;fazeclan;;;;;;;;;;;;;Mentions;26/05/2022 11:57;@CSGO @natusvincere @FaZeClan #SAFETF2;;;safetf2;26/05/2022 11:57;https://twitter.com/#!/xxrubensilva/status/1529793872250937345;;;1529793872250937345;1528121404482146304
xxrubensilva;natusvincere;;;;;;;;;;;;;Mentions;26/05/2022 11:57;@CSGO @natusvincere @FaZeClan #SAFETF2;;;safetf2;26/05/2022 11:57;https://twitter.com/#!/xxrubensilva/status/1529793872250937345;;;1529793872250937345;1528121404482146304
xxrubensilva;csgo;;;;;;;;;;;;;Replies to;26/05/2022 11:57;@CSGO @natusvincere @FaZeClan #SAFETF2;;;safetf2;26/05/2022 11:57;https://twitter.com/#!/xxrubensilva/status/1529793872250937345;;;1529793872250937345;1528121404482146304
skanda1i5t;skanda1i5t;;;;;;;;;;;;;Tweet;26/05/2022 12:00;"Speciall thank you for all the #TeamFortress2 ficwriters!!
Tf2 fiction helped my depressed ass to cope so much time… https://t.co/L7GGHyIRvf";https://twitter.com/i/web/status/1529794493406400512;twitter.com;teamfortress2;26/05/2022 12:00;https://twitter.com/#!/skanda1i5t/status/1529794493406400512;;;1529794493406400512;1529793692084715520
l_i_x_e;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 12:04;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 12:04;https://twitter.com/#!/l_i_x_e/status/1529795663566934016;;;1529795663566934016;
senpai_unknownr;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 10:11;#safetf2 @valvesoftware . Can you do atleast one thing right?;;;safetf2;26/05/2022 10:11;https://twitter.com/#!/senpai_unknownr/status/1529767104303583233;;;1529767104303583233;
mor1nator;senpai_unknownr;;;;;;;;;;;;;Mentions;26/05/2022 12:08;RT @senpai_unknownR: #safetf2 @valvesoftware . Can you do atleast one thing right?;;;safetf2;26/05/2022 12:08;https://twitter.com/#!/mor1nator/status/1529796739695267844;;;1529796739695267844;
mor1nator;mor1nator;;;;;;;;;;;;;Tweet;26/05/2022 09:23;Valve please #SafeTF2;;;safetf2;26/05/2022 09:23;https://twitter.com/#!/mor1nator/status/1529755063723470849;;;1529755063723470849;
mor1nator;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 12:08;RT @senpai_unknownR: #safetf2 @valvesoftware . Can you do atleast one thing right?;;;safetf2;26/05/2022 12:08;https://twitter.com/#!/mor1nator/status/1529796739695267844;;;1529796739695267844;
pengpoii;paandits1;;;;;;;;;;;;;Replies to;26/05/2022 12:20;@Paandits1 #SafeTF2 !!!! SAFE THE SERVERS FROM BOTS;;;safetf2;26/05/2022 12:20;https://twitter.com/#!/pengpoii/status/1529799700336898048;;;1529799700336898048;1529576051701055490
pengpoii;pengpoii;;;;;;;;;;;;;Tweet;26/05/2022 12:21;#SafeTF2;;;safetf2;26/05/2022 12:21;https://twitter.com/#!/pengpoii/status/1529799768578195456;;;1529799768578195456;
dekolo123;khaki_jeanart;;;;;;;;;;;;;Mentions;26/05/2022 12:25;RT @Khaki_JeanArt: I've done some SFM posters in my spare time for the past year or two, such as there. I enjoyed making them along with pl…;;;;26/05/2022 12:25;https://twitter.com/#!/dekolo123/status/1529800903351578624;;;1529800903351578624;
dekolo123;janek_fox;;;;;;;;;;;;;Mentions;26/05/2022 12:25;"RT @Janek_Fox: Repost for #SafeTF2 

#TF2 #tf2pyro #TF2fanart https://t.co/Tu9gd41Jq8";;;safetf2 tf2 tf2pyro tf2fanart;26/05/2022 12:25;https://twitter.com/#!/dekolo123/status/1529800913136779266;;;1529800913136779266;
dekolo123;jjjjjjatr;;;;;;;;;;;;;Mentions;26/05/2022 12:25;RT @jjjjjjatr: Everyone saying #SafeTF2 isn’t thinking high enough https://t.co/8jhhXIQa1i;;;safetf2;26/05/2022 12:25;https://twitter.com/#!/dekolo123/status/1529801006904647680;;;1529801006904647680;
dekolo123;time5747;;;;;;;;;;;;;Mentions;26/05/2022 12:26;RT @time5747: #safetf2 We already wait a long time VALVE is time to have an improvement #safetf2;;;safetf2 safetf2;26/05/2022 12:26;https://twitter.com/#!/dekolo123/status/1529801182419501056;;;1529801182419501056;
toonblood;toonblood;;;;;;;;;;;;;Tweet;26/05/2022 12:29;"#SafeTF2 
Valve, fix it. 
👟🪖🔥🥃🥪🔧🦘🏥🔪";;;safetf2;26/05/2022 12:29;https://twitter.com/#!/toonblood/status/1529801978015993857;;;1529801978015993857;
hermmn_0;hermmn_0;;;;;;;;;;;;;Tweet;26/05/2022 12:15;#SafeTF2;;;safetf2;26/05/2022 12:15;https://twitter.com/#!/hermmn_0/status/1529798281462796294;;;1529798281462796294;
hermmn_0;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 12:15;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 12:15;https://twitter.com/#!/hermmn_0/status/1529798402053230592;;;1529798402053230592;
hermmn_0;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 12:15;RT @anonymous88895: #SafeTF2 https://t.co/lpS1SOZLuP;;;safetf2;26/05/2022 12:15;https://twitter.com/#!/hermmn_0/status/1529798471213060097;;;1529798471213060097;
hermmn_0;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 12:16;RT @anonymous88895: #SafeTF2 https://t.co/Slb9Kf3txC;;;safetf2;26/05/2022 12:16;https://twitter.com/#!/hermmn_0/status/1529798510312411137;;;1529798510312411137;
hermmn_0;anonymous88895;;;;;;;;;;;;;Mentions;26/05/2022 12:16;RT @anonymous88895: #SafeTF2 https://t.co/9qYXu0u7SC;;;safetf2;26/05/2022 12:16;https://twitter.com/#!/hermmn_0/status/1529798515471355905;;;1529798515471355905;
hermmn_0;thee_kopje;;;;;;;;;;;;;Mentions;26/05/2022 12:16;RT @thee_kopje: #SafeTF2 valve pls fix https://t.co/tteDes8ZcK;;;safetf2;26/05/2022 12:16;https://twitter.com/#!/hermmn_0/status/1529798602020864000;;;1529798602020864000;
hermmn_0;bfullofmeat;;;;;;;;;;;;;Mentions;26/05/2022 12:33;"RT @BFullofmeat: #SafeTF2 

The game is a classic. Community is as strong as ever. TF2 deserves better that bot-hell.";;;safetf2;26/05/2022 12:33;https://twitter.com/#!/hermmn_0/status/1529802988839108609;;;1529802988839108609;
i13thnightmarei;bigjoeyslaps;;;;;;;;;;;;;Replies to;26/05/2022 12:33;@BigJoeySlaps I've got so many good memories of TF2. Was part of a great online community who I went to a few LAN e… https://t.co/DowcjPKhi2;https://twitter.com/i/web/status/1529803007654756354;twitter.com;;26/05/2022 12:33;https://twitter.com/#!/i13thnightmarei/status/1529803007654756354;;;1529803007654756354;1529741154866155520
aftunwilliam;aftunwilliam;;;;;;;;;;;;;Tweet;26/05/2022 12:41;#SafeTF2 https://t.co/r5X9RtN0bV;;;safetf2;26/05/2022 12:41;https://twitter.com/#!/aftunwilliam/status/1529805042152357892;;;1529805042152357892;
rynoscrap;rynoscrap;;;;;;;;;;;;;Tweet;26/05/2022 12:49;#SafeTF2 dale amigo crecí con este juego y esta a nada de desaparecer, hagan algo 😫;;;safetf2;26/05/2022 12:49;https://twitter.com/#!/rynoscrap/status/1529806818503020544;;;1529806818503020544;
trippnichols4;trippnichols4;;;;;;;;;;;;;Tweet;26/05/2022 12:49;#SafeTF2;;;safetf2;26/05/2022 12:49;https://twitter.com/#!/trippnichols4/status/1529806978670796805;;;1529806978670796805;
spqrlegionarius;natabaptist;;;;;;;;;;;;;Replies to;26/05/2022 11:53;@NataBaptist #safetf2 ? На этот? Или какой ещё проводится сегодня? https://t.co/hMJAV3XdUb;;;safetf2;26/05/2022 11:53;https://twitter.com/#!/spqrlegionarius/status/1529792902209187841;;;1529792902209187841;1529707395102158848
clmlfm;ishipaelmaldito;;;;;;;;;;;;;Mentions;26/05/2022 13:02;"RT @Ishipaelmaldito: Some propaganda here
#SafeTF2 https://t.co/SdEYnKgtfX";;;safetf2;26/05/2022 13:02;https://twitter.com/#!/clmlfm/status/1529810268745699329;;;1529810268745699329;
forkstaf;forkstaf;;;;;;;;;;;;;Tweet;26/05/2022 12:07;"Gotta show overwatch who’s boss even after that game died lol
#SafeTF2";;;safetf2;26/05/2022 12:07;https://twitter.com/#!/forkstaf/status/1529796389189865474;;;1529796389189865474;
firebladeent;forkstaf;;;;;;;;;;;;;Mentions;26/05/2022 13:08;"RT @Forkstaf: Gotta show overwatch who’s boss even after that game died lol
#SafeTF2";;;safetf2;26/05/2022 13:08;https://twitter.com/#!/firebladeent/status/1529811665381900291;;;1529811665381900291;
fpieselek;fpieselek;;;;;;;;;;;;;Tweet;26/05/2022 13:34;"#SafeTF2 &lt;3 prosze rozysylajcie #Valve";;;safetf2 valve;26/05/2022 13:34;https://twitter.com/#!/fpieselek/status/1529818289626435584;;;1529818289626435584;
crimson_mayhem_;iberrykarsen;;;;;;;;;;;;;Mentions;26/05/2022 13:37;"RT @iBerryKarsen: #safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazing char…";;;safetf2;26/05/2022 13:37;https://twitter.com/#!/crimson_mayhem_/status/1529818918847762432;;;1529818918847762432;
ttcaptaingus;iberrykarsen;;;;;;;;;;;;;Mentions;26/05/2022 13:38;"RT @iBerryKarsen: #safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazing char…";;;safetf2;26/05/2022 13:38;https://twitter.com/#!/ttcaptaingus/status/1529819249421606912;;;1529819249421606912;
rrinking;nyahnyahnikkini;;;;;;;;;;;;;Mentions;26/05/2022 13:42;RT @nyahnyahnikkini: I love tf2. such an amazing and timeless game, my first pc game that got me to where I am now, a full pc gamer and str…;;;;26/05/2022 13:42;https://twitter.com/#!/rrinking/status/1529820373088444416;;;1529820373088444416;
acornrolluwu;acornrolluwu;;;;;;;;;;;;;Tweet;25/05/2022 03:21;"#safeTF2 

Don't let the game go to waste, let's keep it strong. https://t.co/WqR4psLHua";https://twitter.com/TF2OutofContext/status/1529150034662436866;twitter.com;safetf2;25/05/2022 03:21;https://twitter.com/#!/acornrolluwu/status/1529301585985257472;;;1529301585985257472;
stupidcake17;acornrolluwu;;;;;;;;;;;;;Mentions;26/05/2022 05:04;"RT @acornrolluwu: #safeTF2 

Don't let the game go to waste, let's keep it strong.";;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689809106657281;;;1529689809106657281;
felipetweaks;valvesoftware;;;;;;;;;;;;;Replies to;25/05/2022 19:28;@valvesoftware #safetf2 tf3 when https://t.co/a8jZjkVkiW;https://twitter.com/TF2OutofContext/status/1529150034662436866;twitter.com;safetf2;25/05/2022 19:28;https://twitter.com/#!/felipetweaks/status/1529544853796835329;;;1529544853796835329;
stupidcake17;felipetweaks;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @Felipetweaks: @valvesoftware #safetf2 tf3 when;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689868271501320;;;1529689868271501320;
turgineer_;turgineer_;;;;;;;;;;;;;Tweet;26/05/2022 04:37;I've been playing Team Fortress 2 since 2014 and in 2018 I made my first Source Filmmaker animation emulating TF2 a… https://t.co/SdFAlJzmFB;https://twitter.com/i/web/status/1529683022664040448;twitter.com;;26/05/2022 04:37;https://twitter.com/#!/turgineer_/status/1529683022664040448;;;1529683022664040448;
stupidcake17;turgineer_;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @Turgineer_: I've been playing Team Fortress 2 since 2014 and in 2018 I made my first Source Filmmaker animation emulating TF2 animation…;;;;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690266789109761;;;1529690266789109761;
bfullofmeat;dude_stay;;;;;;;;;;;;;Mentions;25/05/2022 22:46;RT @dude_stay: Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;25/05/2022 22:46;https://twitter.com/#!/bfullofmeat/status/1529594825661730823;;;1529594825661730823;
stupidcake17;bfullofmeat;;;;;;;;;;;;;Mentions;26/05/2022 12:31;"RT @BFullofmeat: #SafeTF2 

The game is a classic. Community is as strong as ever. TF2 deserves better that bot-hell.";;;safetf2;26/05/2022 12:31;https://twitter.com/#!/stupidcake17/status/1529802304311939075;;;1529802304311939075;
lemonade_raid;lemonade_raid;;;;;;;;;;;;;Tweet;26/05/2022 13:44;#SafeTF2 because i want one of my favourite pc games to be bot-free and get updates again!! WE STILL CARE. valve should too!;;;safetf2;26/05/2022 13:44;https://twitter.com/#!/lemonade_raid/status/1529820827075477506;;;1529820827075477506;
stupidcake17;lemonade_raid;;;;;;;;;;;;;Mentions;26/05/2022 13:45;RT @Lemonade_Raid: #SafeTF2 because i want one of my favourite pc games to be bot-free and get updates again!! WE STILL CARE. valve should…;;;safetf2;26/05/2022 13:45;https://twitter.com/#!/stupidcake17/status/1529820912232517632;;;1529820912232517632;
fieldofsilly;fieldofsilly;;;;;;;;;;;;;Tweet;26/05/2022 13:37;#SafeTF2 kinda awful that valve profits so much off of tf2 and doesn't bother fixing it. fix your dang game please!! thank you;;;safetf2;26/05/2022 13:37;https://twitter.com/#!/fieldofsilly/status/1529818975646806016;;;1529818975646806016;
stupidcake17;fieldofsilly;;;;;;;;;;;;;Mentions;26/05/2022 13:45;RT @fieldofsilly: #SafeTF2 kinda awful that valve profits so much off of tf2 and doesn't bother fixing it. fix your dang game please!! than…;;;safetf2;26/05/2022 13:45;https://twitter.com/#!/stupidcake17/status/1529820952896237570;;;1529820952896237570;
dioxazine12;dioxazine12;;;;;;;;;;;;;Tweet;26/05/2022 13:09;Pls Valve #SafeTF2;;;safetf2;26/05/2022 13:09;https://twitter.com/#!/dioxazine12/status/1529811852166832128;;;1529811852166832128;
stupidcake17;dioxazine12;;;;;;;;;;;;;Mentions;26/05/2022 13:45;RT @Dioxazine12: Pls Valve #SafeTF2;;;safetf2;26/05/2022 13:45;https://twitter.com/#!/stupidcake17/status/1529821097914343426;;;1529821097914343426;
spqrlegionarius;spqrlegionarius;;;;;;;;;;;;;Tweet;26/05/2022 12:56;#safetf2 Работайте, братья 😎 https://t.co/wQZGovcLxx;;;safetf2;26/05/2022 12:56;https://twitter.com/#!/spqrlegionarius/status/1529808703867826176;;;1529808703867826176;
stupidcake17;spqrlegionarius;;;;;;;;;;;;;Mentions;26/05/2022 13:45;RT @SPQRLegionarius: #safetf2 Работайте, братья 😎 https://t.co/wQZGovcLxx;;;safetf2;26/05/2022 13:45;https://twitter.com/#!/stupidcake17/status/1529821130298601481;;;1529821130298601481;
kryto34;kryto34;;;;;;;;;;;;;Tweet;26/05/2022 12:52;#safetf2 https://t.co/v6dzUGpDJv;;;safetf2;26/05/2022 12:52;https://twitter.com/#!/kryto34/status/1529807614015578112;;;1529807614015578112;
stupidcake17;kryto34;;;;;;;;;;;;;Mentions;26/05/2022 13:46;RT @kryto34: #safetf2 https://t.co/v6dzUGpDJv;;;safetf2;26/05/2022 13:46;https://twitter.com/#!/stupidcake17/status/1529821223441444865;;;1529821223441444865;
stupidcake17;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 05:03;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 05:03;https://twitter.com/#!/stupidcake17/status/1529689763900444672;;;1529689763900444672;
stupidcake17;coffegrand;;;;;;;;;;;;;Mentions;26/05/2022 05:03;RT @CoffeGrand: We have to save the legacy of this legend guys #SafeTF2 https://t.co/epwDctQta8;;;safetf2;26/05/2022 05:03;https://twitter.com/#!/stupidcake17/status/1529689784209252352;;;1529689784209252352;
stupidcake17;kattoshi14;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @Kattoshi14: My Demoman Loadout. Team Fortress 2 has been one of my favorite games in years, I always came back to it before the bot pro…;;;;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689796964237313;;;1529689796964237313;
stupidcake17;dude_stay;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @dude_stay: Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689825711992832;;;1529689825711992832;
stupidcake17;janek_fox;;;;;;;;;;;;;Mentions;26/05/2022 05:04;"RT @Janek_Fox: Repost for #SafeTF2 

#TF2 #tf2pyro #TF2fanart https://t.co/Tu9gd41Jq8";;;safetf2 tf2 tf2pyro tf2fanart;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689845282504706;;;1529689845282504706;
stupidcake17;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @Felipetweaks: @valvesoftware #safetf2 tf3 when;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689868271501320;;;1529689868271501320;
stupidcake17;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @ZoomvieX: @valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689885816283136;;;1529689885816283136;
stupidcake17;zoomviex;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @ZoomvieX: @valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689885816283136;;;1529689885816283136;
stupidcake17;elmemax2;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @elmemax2: #SafeTF2 plz :c https://t.co/OsjHwBGYIE;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689920582950912;;;1529689920582950912;
stupidcake17;amonix_ghost;;;;;;;;;;;;;Mentions;26/05/2022 05:04;RT @amonix_ghost: #SafeTF2 https://t.co/y7qY853ArC;;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689954846220289;;;1529689954846220289;
stupidcake17;mrgameandplay2;;;;;;;;;;;;;Mentions;26/05/2022 05:04;"RT @Mrgameandplay2: Quiza no tengo mas de 4000 horas en tf2 pero aun asi este juego es especial para mi..

 #SafeTF2 https://t.co/KmQWa2sA2i";;;safetf2;26/05/2022 05:04;https://twitter.com/#!/stupidcake17/status/1529689970176401409;;;1529689970176401409;
stupidcake17;crazycold739;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @CraZyCold739: I associate with this game not only my entire childhood but also positive experiences with honestly one of the best commu…;;;;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690082411786240;;;1529690082411786240;
stupidcake17;u_yousolame;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @u_yousolame: I been playing tf2 for a few months now,and I made lots of great memories,but the game is unplayable rn with all those bot…;;;;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690097104322561;;;1529690097104322561;
stupidcake17;filippecak;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @FilipPecak: Hi people. Let's save #SafeTF2  from the hands of neglect VLAVe. I got to know this action during a YouTube post @daliggows…;;;safetf2;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690117270536193;;;1529690117270536193;
stupidcake17;prajzaa;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @PrajzaA: #SafeTF2 this game is making me happy;;;safetf2;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690200418488320;;;1529690200418488320;
stupidcake17;osoponso;;;;;;;;;;;;;Mentions;26/05/2022 05:05;"RT @osoponso: Today is the day. Mercenaries, reunite.
#SafeTF2 #safeTF2";;;safetf2 safetf2;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690232408391680;;;1529690232408391680;
stupidcake17;allenro59644402;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @AllenRo59644402: TF2 was something I had enjoyed alot over the past 2 years ive played it. Even though there is a bot problem that has…;;;;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690251706392576;;;1529690251706392576;
stupidcake17;gourune_;;;;;;;;;;;;;Mentions;26/05/2022 05:05;RT @Gourune_: Most of the creators involved in #safetf2 are mid at best, they better have Ster or Jerma secretly in it to make up for the m…;;;safetf2;26/05/2022 05:05;https://twitter.com/#!/stupidcake17/status/1529690276800905217;;;1529690276800905217;
stupidcake17;cryoteros;;;;;;;;;;;;;Mentions;26/05/2022 05:06;"RT @Cryoteros: #SafeTF2 #savetf2
(Just tagging both to be sure)
I absolutely love Team Fortress 2 and all the unique content cosmetic and g…";;;safetf2 savetf2;26/05/2022 05:06;https://twitter.com/#!/stupidcake17/status/1529690294513442816;;;1529690294513442816;
stupidcake17;ritzin3;;;;;;;;;;;;;Mentions;26/05/2022 05:06;RT @Ritzin3: #saveTF2 #safeTF2;;;savetf2 safetf2;26/05/2022 05:06;https://twitter.com/#!/stupidcake17/status/1529690310896496640;;;1529690310896496640;
stupidcake17;zsteck2240;;;;;;;;;;;;;Mentions;26/05/2022 05:06;RT @zsteck2240: #safeTF2 como jugador del juego la verdad espero que sea revivido,un juego tan hermoso no merece morir de esta forma;;;safetf2;26/05/2022 05:06;https://twitter.com/#!/stupidcake17/status/1529690326776139776;;;1529690326776139776;
stupidcake17;shrekmyfriend;;;;;;;;;;;;;Mentions;26/05/2022 05:06;RT @shrekmyfriend: #SafeTF2 Valve rób coś proszę;;;safetf2;26/05/2022 05:06;https://twitter.com/#!/stupidcake17/status/1529690334443315200;;;1529690334443315200;
